BUILDINGUUID,CONFERENCEROOMUUID,CONFERENCEROOMNAME,CONFERENCEROOMCAPACITY,WEEKLYBOOKEDHOURS
d50bf1f8-70ae-46a0-b894-0f48c9a68e9c,a1a29e4e-1d53-11e9-ad01-0af5174e198c,7F,8,16.000000
d50bf1f8-70ae-46a0-b894-0f48c9a68e9c,ae7031de-1d55-11e9-ad16-0af5174e198c,11H,9,9.500000
d50bf1f8-70ae-46a0-b894-0f48c9a68e9c,b6aae458-1d54-11e9-934d-0af5174e198c,8E,4,31.000000
d50bf1f8-70ae-46a0-b894-0f48c9a68e9c,cde779ce-1d54-11e9-9dc5-0af5174e198c,8F,8,3.000000
d50bf1f8-70ae-46a0-b894-0f48c9a68e9c,e8999504-1d54-11e9-8286-0af5174e198c,9A,10,2.000000
d50bf1f8-70ae-46a0-b894-0f48c9a68e9c,fb85a9fa-1d54-11e9-835e-0af5174e198c,9B,10,1.000000
d8b5c20d-e1bd-4932-850a-2d5ad4c3dc20,0265065e-8028-11e9-9917-1287442e9660,2A,8,2.500000
d8b5c20d-e1bd-4932-850a-2d5ad4c3dc20,1e6bad9c-8034-11e9-99fd-1287442e9660,7A,4,21.500000
d8b5c20d-e1bd-4932-850a-2d5ad4c3dc20,2b3a909a-8554-11e9-88b7-1287442e9660,7G,8,14.500000
d8b5c20d-e1bd-4932-850a-2d5ad4c3dc20,3d94f84a-8034-11e9-88e7-1287442e9660,7B,4,15.500000
d8b5c20d-e1bd-4932-850a-2d5ad4c3dc20,53533a98-802f-11e9-8d69-1287442e9660,5A,4,23.000000
d8b5c20d-e1bd-4932-850a-2d5ad4c3dc20,58c12adc-4536-11e9-bb01-0e1e2abc3cd0,1A,24,15.000000
d8b5c20d-e1bd-4932-850a-2d5ad4c3dc20,598a0458-8554-11e9-a18f-1287442e9660,7H,10,4.500000
d8b5c20d-e1bd-4932-850a-2d5ad4c3dc20,64def3c4-8034-11e9-8f6b-1287442e9660,7C,4,10.500000
d8b5c20d-e1bd-4932-850a-2d5ad4c3dc20,6b89e776-8028-11e9-8a4c-1287442e9660,2B,10,13.000000
d8b5c20d-e1bd-4932-850a-2d5ad4c3dc20,8582b932-4536-11e9-9eca-0e1e2abc3cd0,1B,16,17.000000
d8b5c20d-e1bd-4932-850a-2d5ad4c3dc20,88a529d6-8034-11e9-9225-1287442e9660,7D,4,5.000000
d8b5c20d-e1bd-4932-850a-2d5ad4c3dc20,8cfd3140-802f-11e9-aaec-1287442e9660,5B,10,10.000000
d8b5c20d-e1bd-4932-850a-2d5ad4c3dc20,90e48aa8-8028-11e9-9661-1287442e9660,2C,10,16.500000
d8b5c20d-e1bd-4932-850a-2d5ad4c3dc20,b58d68a0-8034-11e9-a064-1287442e9660,7E,10,5.500000
d8b5c20d-e1bd-4932-850a-2d5ad4c3dc20,c6ac6488-802f-11e9-9c0b-1287442e9660,5C,10,9.000000
d8b5c20d-e1bd-4932-850a-2d5ad4c3dc20,cf88fe4a-8034-11e9-a3ad-1287442e9660,7F,10,5.500000
d8b5c20d-e1bd-4932-850a-2d5ad4c3dc20,d0e030e4-8028-11e9-83a6-1287442e9660,2D,4,57.500000
d8b5c20d-e1bd-4932-850a-2d5ad4c3dc20,ef5ec114-802f-11e9-b225-1287442e9660,5D,4,3.500000
d8b5c20d-e1bd-4932-850a-2d5ad4c3dc20,f2ee6560-802e-11e9-8d61-1287442e9660,2F,8,14.500000
d8b5c20d-e1bd-4932-850a-2d5ad4c3dc20,ffd18a10-8028-11e9-9acd-1287442e9660,2E,4,8.500000
db77ad55-09f4-46aa-9050-6f5a84ca0e49,10fc5bc0-b72b-11e8-b346-0ac77f0f6524,4A,4,12.500000
db77ad55-09f4-46aa-9050-6f5a84ca0e49,26d9e9a8-b72b-11e8-8063-0ac77f0f6524,4B,6,20.000000
db77ad55-09f4-46aa-9050-6f5a84ca0e49,3f2fae0c-b72b-11e8-b56f-0ac77f0f6524,4C,10,9.500000
db77ad55-09f4-46aa-9050-6f5a84ca0e49,a9062cf0-b71e-11e8-a150-0ac77f0f6524,6A,6,6.500000
db77ad55-09f4-46aa-9050-6f5a84ca0e49,c957df12-b71e-11e8-9a70-0ac77f0f6524,6B,10,9.500000
db77ad55-09f4-46aa-9050-6f5a84ca0e49,e157a0fc-b71e-11e8-900e-0ac77f0f6524,6C,4,3.000000
dc047da2-aa69-42da-a941-463521882e54,00dd718b-9656-4be4-bdce-9e2aa2569008,6E,10,3.000000
dc047da2-aa69-42da-a941-463521882e54,0611c1ba-4a92-11e8-8bfb-0ac77f0f6524,3F,8,19.500000
dc047da2-aa69-42da-a941-463521882e54,08730e7e-4a91-11e8-86a8-0ac77f0f6524,3C,4,20.000000
dc047da2-aa69-42da-a941-463521882e54,100ef626-4a95-11e8-a225-0ac77f0f6524,5G,10,2.500000
dc047da2-aa69-42da-a941-463521882e54,19e70c1c-09ba-11e9-8eb9-0af5174e198c,6F,4,2.500000
dc047da2-aa69-42da-a941-463521882e54,1fd89022-4a94-11e8-9c0b-0ac77f0f6524,5A,10,7.500000
dc047da2-aa69-42da-a941-463521882e54,2bbadee6-4a93-11e8-9c55-0ac77f0f6524,4E,4,14.500000
dc047da2-aa69-42da-a941-463521882e54,38f1ff66-4a95-11e8-8930-0ac77f0f6524,5J,4,3.500000
dc047da2-aa69-42da-a941-463521882e54,3b3cd9a3-1fe9-47bd-998a-b960ab29011f, 6A ,10,1.000000
dc047da2-aa69-42da-a941-463521882e54,3f74a906-0f07-11e9-80f5-0af5174e198c,6B,4,3.500000
dc047da2-aa69-42da-a941-463521882e54,40490418-4a94-11e8-90e0-0ac77f0f6524,5B,4,7.500000
dc047da2-aa69-42da-a941-463521882e54,542d2cc4-4a95-11e8-a0de-0ac77f0f6524,5H,10,13.500000
dc047da2-aa69-42da-a941-463521882e54,54e94ed6-0f07-11e9-9fe2-0af5174e198c,6J ,10,2.000000
dc047da2-aa69-42da-a941-463521882e54,575f1b9e-4a92-11e8-9249-0ac77f0f6524,4A,10,13.000000
dc047da2-aa69-42da-a941-463521882e54,582e2518-4a94-11e8-9893-0ac77f0f6524,5C,4,2.500000
dc047da2-aa69-42da-a941-463521882e54,6262a67a-4a90-11e8-8adb-0ac77f0f6524,3A,14,21.000000
dc047da2-aa69-42da-a941-463521882e54,638f68e4-0f07-11e9-bc31-0af5174e198c,6K,10,2.000000
dc047da2-aa69-42da-a941-463521882e54,6fff0af4-4a94-11e8-afb2-0ac77f0f6524,5D,10,4.000000
dc047da2-aa69-42da-a941-463521882e54,78d39006-4a93-11e8-847b-0ac77f0f6524,4F,8,7.500000
dc047da2-aa69-42da-a941-463521882e54,8410c566-4a92-11e8-bb31-0ac77f0f6524,4B,4,16.000000
dc047da2-aa69-42da-a941-463521882e54,8b21e566-4a91-11e8-8d76-0ac77f0f6524,3D,4,12.000000
dc047da2-aa69-42da-a941-463521882e54,91628f36-4a94-11e8-8fd4-0ac77f0f6524,5E,4,5.000000
dc047da2-aa69-42da-a941-463521882e54,a792e55e-4a93-11e8-b3f5-0ac77f0f6524,4G,4,18.000000
dc047da2-aa69-42da-a941-463521882e54,af7b5a07-575d-4a31-ac43-4d8c8b107b79, 6G ,4,1.000000
dc047da2-aa69-42da-a941-463521882e54,b5adc20e-4a92-11e8-9e84-0ac77f0f6524,4C,4,15.500000
dc047da2-aa69-42da-a941-463521882e54,bc49f4f0-4a94-11e8-ac82-0ac77f0f6524,5F,10,7.000000
dc047da2-aa69-42da-a941-463521882e54,c3082814-4a91-11e8-949c-0ac77f0f6524,3E,10,12.500000
dc047da2-aa69-42da-a941-463521882e54,d1025a12-4a90-11e8-b044-0ac77f0f6524,3B,3,29.500000
dc047da2-aa69-42da-a941-463521882e54,d28b1a9c-4a93-11e8-b69c-0ac77f0f6524,4H,10,6.000000
dc047da2-aa69-42da-a941-463521882e54,ecc620d8-4a92-11e8-8319-0ac77f0f6524,4D,10,4.500000
dc047da2-aa69-42da-a941-463521882e54,fc85d30a-4a93-11e8-bcef-0ac77f0f6524,4J,16,19.000000
de4f7ddb-1069-4b6b-aff2-7ace47f0c593,033fc07e-eee6-11e8-9554-0af5174e198c,3A,8,3.000000
de4f7ddb-1069-4b6b-aff2-7ace47f0c593,0e26aea4-f62e-11e8-a4e9-0af5174e198c,4C,4,0.500000
de4f7ddb-1069-4b6b-aff2-7ace47f0c593,1b92ce30-f38e-11e8-a4d2-0af5174e198c,4D,4,1.000000
de4f7ddb-1069-4b6b-aff2-7ace47f0c593,40c87596-f38a-11e8-bc2e-0af5174e198c,3B,10,7.500000
de4f7ddb-1069-4b6b-aff2-7ace47f0c593,40e79b1e-f38b-11e8-adc2-0af5174e198c,3F,9,7.500000
de4f7ddb-1069-4b6b-aff2-7ace47f0c593,4147087a-f38f-11e8-a4d2-0af5174e198c,4I,10,2.000000
de4f7ddb-1069-4b6b-aff2-7ace47f0c593,505ab886-f38d-11e8-a613-0af5174e198c,4A,8,6.000000
de4f7ddb-1069-4b6b-aff2-7ace47f0c593,55ac4bda-f38b-11e8-84e4-0af5174e198c,3G,10,6.000000
de4f7ddb-1069-4b6b-aff2-7ace47f0c593,59a78cf0-f38a-11e8-a981-0af5174e198c,3C,4,8.500000
de4f7ddb-1069-4b6b-aff2-7ace47f0c593,68e2987e-f38d-11e8-9aa1-0af5174e198c,4B,10,24.000000
de4f7ddb-1069-4b6b-aff2-7ace47f0c593,7f8dd76c-f38a-11e8-85e8-0af5174e198c,3D,4,1.500000
de4f7ddb-1069-4b6b-aff2-7ace47f0c593,a1f47116-f38b-11e8-91fd-0af5174e198c,3H,12,23.500000
de4f7ddb-1069-4b6b-aff2-7ace47f0c593,c073c2fa-f38a-11e8-add1-0af5174e198c,3E,10,17.000000
de4f7ddb-1069-4b6b-aff2-7ace47f0c593,cec13e4a-f38b-11e8-91fd-0af5174e198c,3I,12,12.000000
de787397-3c5d-4c55-bf90-bae6474e2b39,19a61968-5295-11e9-b94d-0e1e2abc3cd0,01A,4,1.000000
de787397-3c5d-4c55-bf90-bae6474e2b39,6c11f23a-5295-11e9-845f-0e1e2abc3cd0,02B,10,9.000000
de787397-3c5d-4c55-bf90-bae6474e2b39,8ef72dd8-5295-11e9-845d-0e1e2abc3cd0,03A,4,2.500000
de787397-3c5d-4c55-bf90-bae6474e2b39,fa2efb9c-5297-11e9-aa03-0e1e2abc3cd0,02A,4,0.500000
de884b76-e487-499f-8c37-d343075f8dfb,1d513b42-e972-11e8-bded-0e560fbf09f0,A,8,16.000000
de884b76-e487-499f-8c37-d343075f8dfb,542afd1a-e972-11e8-b6fd-0e560fbf09f0,B,12,42.500000
de884b76-e487-499f-8c37-d343075f8dfb,626dc8d0-e972-11e8-a365-0e560fbf09f0,1A,6,10.500000
de884b76-e487-499f-8c37-d343075f8dfb,8b35dbec-e96b-11e8-80ba-0e560fbf09f0,2A,6,13.000000
de884b76-e487-499f-8c37-d343075f8dfb,afc46226-e96b-11e8-bded-0e560fbf09f0,3A,6,17.500000
dee5d3ba-8d6f-42a7-ac7f-772f182dfbbb,07124120-b292-11e9-abe3-1287442e9660,06B,4,0.500000
dee5d3ba-8d6f-42a7-ac7f-772f182dfbbb,175f6176-b291-11e9-bcaa-1287442e9660,05C,10,6.000000
dee5d3ba-8d6f-42a7-ac7f-772f182dfbbb,26cb16b4-b291-11e9-8f07-1287442e9660,05D,4,8.000000
dee5d3ba-8d6f-42a7-ac7f-772f182dfbbb,4d983002-b290-11e9-a60b-1287442e9660,05A,4,0.500000
dee5d3ba-8d6f-42a7-ac7f-772f182dfbbb,8922dbb6-b292-11e9-a154-1287442e9660,06C,4,1.000000
dee5d3ba-8d6f-42a7-ac7f-772f182dfbbb,acebd4b8-b9b2-11e9-a371-1287442e9660,5F,18,7.000000
dee5d3ba-8d6f-42a7-ac7f-772f182dfbbb,b47e679a-b291-11e9-9439-1287442e9660,05E,4,13.500000
dee5d3ba-8d6f-42a7-ac7f-772f182dfbbb,c7b2d444-b292-11e9-9655-1287442e9660,06D,10,2.000000
dee5d3ba-8d6f-42a7-ac7f-772f182dfbbb,e983b53a-b291-11e9-a8d7-1287442e9660,06A,10,3.000000
df7e94c9-956f-4657-bc27-79f91d221cab,10419c0a-ad98-11e8-bfbe-0ac77f0f6524,03D,12,5.000000
df7e94c9-956f-4657-bc27-79f91d221cab,179a3c2e-ad97-11e8-ad3d-0ac77f0f6524,03A,6,21.000000
df7e94c9-956f-4657-bc27-79f91d221cab,1b90a3be-ad9b-11e8-ab09-0ac77f0f6524,05B,12,8.000000
df7e94c9-956f-4657-bc27-79f91d221cab,25ac1b42-ad98-11e8-b1e0-0ac77f0f6524,03E,6,5.500000
df7e94c9-956f-4657-bc27-79f91d221cab,30d37a78-ad99-11e8-9897-0ac77f0f6524,04E,4,11.000000
df7e94c9-956f-4657-bc27-79f91d221cab,359e8496-ad9c-11e8-bb64-0ac77f0f6524,05E,4,6.000000
df7e94c9-956f-4657-bc27-79f91d221cab,38091cfa-ad97-11e8-98de-0ac77f0f6524,03B,10,11.000000
df7e94c9-956f-4657-bc27-79f91d221cab,4a338538-ad9b-11e8-98de-0ac77f0f6524,05C,10,5.000000
df7e94c9-956f-4657-bc27-79f91d221cab,50ec67e8-ad99-11e8-b626-0ac77f0f6524,04F,4,5.000000
df7e94c9-956f-4657-bc27-79f91d221cab,6d840632-ad98-11e8-bfc6-0ac77f0f6524,04A,10,8.000000
df7e94c9-956f-4657-bc27-79f91d221cab,700c0898-ad9b-11e8-81f8-0ac77f0f6524,05D,4,20.500000
df7e94c9-956f-4657-bc27-79f91d221cab,72b68ab8-ad97-11e8-845b-0ac77f0f6524,03C,24,7.500000
df7e94c9-956f-4657-bc27-79f91d221cab,ac160134-ad98-11e8-9d6d-0ac77f0f6524,04B,12,9.000000
df7e94c9-956f-4657-bc27-79f91d221cab,d538b0fc-ad98-11e8-962f-0ac77f0f6524,04C,6,14.500000
df7e94c9-956f-4657-bc27-79f91d221cab,df5b8e5e-ad9a-11e8-98de-0ac77f0f6524,05A,10,9.500000
df7e94c9-956f-4657-bc27-79f91d221cab,fbc3833c-ad98-11e8-86eb-0ac77f0f6524,04D,4,5.500000
e093389d-859f-42d1-bc92-7cbde727453d,0b9eb9d6-b4ae-11e8-a88a-0ac77f0f6524,8P,4,3.000000
e093389d-859f-42d1-bc92-7cbde727453d,11ade87c-b4ab-11e8-925e-0ac77f0f6524,7J,6,18.500000
e093389d-859f-42d1-bc92-7cbde727453d,28c0f0a6-b4ae-11e8-8cb4-0ac77f0f6524,8Q,10,7.000000
e093389d-859f-42d1-bc92-7cbde727453d,29cab3c0-b4ad-11e8-b0d5-0ac77f0f6524,8E,4,2.000000
e093389d-859f-42d1-bc92-7cbde727453d,3c450e76-b4ab-11e8-a6b7-0ac77f0f6524,7K,6,13.500000
e093389d-859f-42d1-bc92-7cbde727453d,3e94a742-b4ae-11e8-b5f8-0ac77f0f6524,8R,4,1.000000
e093389d-859f-42d1-bc92-7cbde727453d,483c29dc-b4a9-11e8-b679-0ac77f0f6524,7C,8,6.500000
e093389d-859f-42d1-bc92-7cbde727453d,5054cecc-b4ad-11e8-bd85-0ac77f0f6524,8G,10,4.000000
e093389d-859f-42d1-bc92-7cbde727453d,527b8302-b4ae-11e8-8069-0ac77f0f6524,8S,4,3.500000
e093389d-859f-42d1-bc92-7cbde727453d,5ac6e6dc-b4a9-11e8-a58f-0ac77f0f6524,7D,4,8.500000
e093389d-859f-42d1-bc92-7cbde727453d,6d8b3260-b4ad-11e8-b0d5-0ac77f0f6524,8H,4,3.500000
e093389d-859f-42d1-bc92-7cbde727453d,77745498-b4ab-11e8-b679-0ac77f0f6524,7L,16,17.500000
e093389d-859f-42d1-bc92-7cbde727453d,7e537fe4-b4ad-11e8-ab8a-0ac77f0f6524,8U,12,10.000000
e093389d-859f-42d1-bc92-7cbde727453d,8a345130-b4a8-11e8-ac7f-0ac77f0f6524,7A,4,10.500000
e093389d-859f-42d1-bc92-7cbde727453d,8cbcd740-b4aa-11e8-9929-0ac77f0f6524,7F,10,14.500000
e093389d-859f-42d1-bc92-7cbde727453d,944dbe9c-b4ab-11e8-a58f-0ac77f0f6524,7M,24,18.500000
e093389d-859f-42d1-bc92-7cbde727453d,a2a0ff52-b4ad-11e8-9929-0ac77f0f6524,8K,10,1.500000
e093389d-859f-42d1-bc92-7cbde727453d,a8bd515c-db62-11e8-98a8-0ac77f0f6524,7T,10,2.000000
e093389d-859f-42d1-bc92-7cbde727453d,b3c9c78e-b4ab-11e8-a114-0ac77f0f6524,7N,10,11.000000
e093389d-859f-42d1-bc92-7cbde727453d,b44c25ba-b4ad-11e8-8862-0ac77f0f6524,8L,10,8.000000
e093389d-859f-42d1-bc92-7cbde727453d,bc049b5a-b4aa-11e8-b641-0ac77f0f6524,7H,4,0.500000
e093389d-859f-42d1-bc92-7cbde727453d,d11f9d84-b4a8-11e8-bd85-0ac77f0f6524,7B,10,25.000000
e093389d-859f-42d1-bc92-7cbde727453d,d326b94c-b4ac-11e8-b6c1-0ac77f0f6524,8A,10,1.500000
e093389d-859f-42d1-bc92-7cbde727453d,dd2061f6-b4ab-11e8-8b0d-0ac77f0f6524,7Q,4,5.000000
e093389d-859f-42d1-bc92-7cbde727453d,dd624258-b4a9-11e8-b641-0ac77f0f6524,7E,4,2.000000
e093389d-859f-42d1-bc92-7cbde727453d,ddcdaee8-b4aa-11e8-8d26-0ac77f0f6524,7R,4,3.000000
e093389d-859f-42d1-bc92-7cbde727453d,e04860f8-b4ac-11e8-8cb4-0ac77f0f6524,8B,10,1.000000
e093389d-859f-42d1-bc92-7cbde727453d,e6f53704-b4ad-11e8-8069-0ac77f0f6524,8N,10,9.000000
e093389d-859f-42d1-bc92-7cbde727453d,ef4c7134-b4ac-11e8-8d71-0ac77f0f6524,8C,10,9.500000
e093389d-859f-42d1-bc92-7cbde727453d,f4c615d8-b4ad-11e8-bfac-0ac77f0f6524,8T,6,9.000000
e093389d-859f-42d1-bc92-7cbde727453d,fbb64df6-b4ab-11e8-a114-0ac77f0f6524,7P,6,14.000000
e37382c8-8e20-4fed-a136-12999f37146b,0a198a80-200b-0134-22e7-76193f69ded5,2C,8,16.000000
e37382c8-8e20-4fed-a136-12999f37146b,14127250-200f-0134-22dc-76193f69ded5,3C,5,13.500000
e37382c8-8e20-4fed-a136-12999f37146b,1f934780-200c-0134-22ec-76193f69ded5,3A,4,3.000000
e37382c8-8e20-4fed-a136-12999f37146b,2a212400-200f-0134-4c86-42f0b84ce658,3D,6,9.500000
e37382c8-8e20-4fed-a136-12999f37146b,3391b5f0-200b-0134-22e8-76193f69ded5,2D,3,1.500000
e37382c8-8e20-4fed-a136-12999f37146b,435154a0-200f-0134-4c8f-42f0b84ce658,3E,4,6.000000
e37382c8-8e20-4fed-a136-12999f37146b,9b4269b0-200c-0134-22e4-76193f69ded5,3B,8,24.000000
e37382c8-8e20-4fed-a136-12999f37146b,9d7441b0-200a-0134-22ec-76193f69ded5,2A ,4,9.500000
e37382c8-8e20-4fed-a136-12999f37146b,e4639030-200a-0134-4c84-42f0b84ce658,2B,5,24.000000
e5ecd1d6-3b74-4740-90ef-56ece899be75,0bcccbf8-dd96-11e8-b66e-0ac77f0f6524,14E,4,3.500000
e5ecd1d6-3b74-4740-90ef-56ece899be75,1f8e35b2-dd84-11e8-80b0-0ac77f0f6524,13B,10,6.000000
e5ecd1d6-3b74-4740-90ef-56ece899be75,23aecd80-dda4-11e8-9e7c-0ac77f0f6524,15F,4,0.500000
e5ecd1d6-3b74-4740-90ef-56ece899be75,247e047e-dd95-11e8-a16d-0ac77f0f6524,13E,6,2.500000
e5ecd1d6-3b74-4740-90ef-56ece899be75,57c8c18c-dd97-11e8-807b-0ac77f0f6524,14F,24,11.000000
e5ecd1d6-3b74-4740-90ef-56ece899be75,97f30026-dd95-11e8-a16d-0ac77f0f6524,14A,4,1.500000
e5ecd1d6-3b74-4740-90ef-56ece899be75,b0827cf2-dd95-11e8-b5bb-0ac77f0f6524,14B,10,11.000000
e5ecd1d6-3b74-4740-90ef-56ece899be75,c2404672-dd95-11e8-8892-0ac77f0f6524,14C,4,6.000000
e5ecd1d6-3b74-4740-90ef-56ece899be75,e3546826-dd94-11e8-b498-0ac77f0f6524,13D,10,2.500000
e5ecd1d6-3b74-4740-90ef-56ece899be75,ec30e516-dd83-11e8-9f96-0ac77f0f6524,13A,4,3.500000
e9c22359-7e48-45d8-96d3-831a53429da6,0e5a5b6e-868e-11e9-a204-1287442e9660,3E,10,6.500000
e9c22359-7e48-45d8-96d3-831a53429da6,18dc57d0-868f-11e9-82a1-1287442e9660,4E,10,11.000000
e9c22359-7e48-45d8-96d3-831a53429da6,28ce9ea6-868e-11e9-a946-1287442e9660,3F,8,11.000000
e9c22359-7e48-45d8-96d3-831a53429da6,3d8f093e-868e-11e9-9c27-1287442e9660,3G,18,1.500000
e9c22359-7e48-45d8-96d3-831a53429da6,42f72c36-868d-11e9-aa2b-1287442e9660,2C,10,6.500000
e9c22359-7e48-45d8-96d3-831a53429da6,b0fcee9a-868e-11e9-a136-1287442e9660,4C,10,11.000000
e9c22359-7e48-45d8-96d3-831a53429da6,b46f27c4-868d-11e9-addc-1287442e9660,3B,4,4.000000
e9c22359-7e48-45d8-96d3-831a53429da6,f3d060ba-868b-11e9-a946-1287442e9660,2B,4,0.500000
e9c22359-7e48-45d8-96d3-831a53429da6,fcaf23f4-868d-11e9-9d59-1287442e9660,3D,10,7.500000
f0a36dcd-b48e-4f08-a02b-eb0fc260f87d,104bde84-7443-11e7-963c-22000bfdfd88,19D,6,3.500000
f0a36dcd-b48e-4f08-a02b-eb0fc260f87d,13960472-743c-11e7-a11c-22000bfdfd88,18A,10,15.500000
f0a36dcd-b48e-4f08-a02b-eb0fc260f87d,23a384ee-743b-11e7-b0eb-22000bfdfd88,17B,10,21.000000
f0a36dcd-b48e-4f08-a02b-eb0fc260f87d,26d82bbc-7443-11e7-abc0-22000bfdfd88,19E,6,13.000000
f0a36dcd-b48e-4f08-a02b-eb0fc260f87d,2c28a97c-743c-11e7-ae0f-22000bfdfd88,18B,6,22.500000
f0a36dcd-b48e-4f08-a02b-eb0fc260f87d,2e056044-743e-11e7-aee8-22000bfdfd88,18E,6,15.500000
f0a36dcd-b48e-4f08-a02b-eb0fc260f87d,3711eedc-7443-11e7-ba1f-22000bfdfd88,19F,10,11.000000
f0a36dcd-b48e-4f08-a02b-eb0fc260f87d,3ea17c0a-743c-11e7-ad0a-22000bfdfd88,18C,6,11.500000
f0a36dcd-b48e-4f08-a02b-eb0fc260f87d,4059cb40-7e48-11e7-8f00-22000bfdfd88,18G,12,20.000000
f0a36dcd-b48e-4f08-a02b-eb0fc260f87d,4cbf664c-7443-11e7-84b9-22000bfdfd88,19G,8,1.500000
f0a36dcd-b48e-4f08-a02b-eb0fc260f87d,4d9274ea-743b-11e7-813e-22000bfdfd88,17C,8,11.500000
f0a36dcd-b48e-4f08-a02b-eb0fc260f87d,58ea3480-743c-11e7-8efa-22000bfdfd88,18D,6,11.000000
f0a36dcd-b48e-4f08-a02b-eb0fc260f87d,670612ba-743b-11e7-9447-22000bfdfd88,17D,4,9.500000
f0a36dcd-b48e-4f08-a02b-eb0fc260f87d,7b30a336-743b-11e7-b09e-22000bfdfd88,17E,4,11.500000
f0a36dcd-b48e-4f08-a02b-eb0fc260f87d,9429125c-743f-11e7-8581-22000bfdfd88,19A,10,15.500000
f0a36dcd-b48e-4f08-a02b-eb0fc260f87d,9d19cde2-743b-11e7-aedf-22000bfdfd88,17F,9,20.500000
f0a36dcd-b48e-4f08-a02b-eb0fc260f87d,b87f2f78-743b-11e7-8626-22000bfdfd88,17G,4,9.500000
f0a36dcd-b48e-4f08-a02b-eb0fc260f87d,df99333e-743a-11e7-85e5-22000bfdfd88,17A,4,14.000000
f0a36dcd-b48e-4f08-a02b-eb0fc260f87d,e888fe68-7442-11e7-ac32-22000bfdfd88,19B,6,14.500000
f0a36dcd-b48e-4f08-a02b-eb0fc260f87d,fdd7f954-7442-11e7-b31e-22000bfdfd88,19C,2,7.500000
f21929d2-ec69-41a2-9532-5d5a7477d21b,040a81a0-8487-0134-64ae-5acbd792a5c1,1D,3,9.500000
f21929d2-ec69-41a2-9532-5d5a7477d21b,1d59e6d0-8487-0134-64a0-5acbd792a5c1,1E,4,11.000000
f21929d2-ec69-41a2-9532-5d5a7477d21b,23345170-848a-0134-649c-5acbd792a5c1,2D,8,25.500000
f21929d2-ec69-41a2-9532-5d5a7477d21b,25e76e20-848b-0134-64a9-5acbd792a5c1,3A,2,2.000000
f21929d2-ec69-41a2-9532-5d5a7477d21b,3f466150-848b-0134-a212-7a16bd075d77,3B,3,6.500000
f21929d2-ec69-41a2-9532-5d5a7477d21b,5b8e5eb0-848b-0134-a217-7a16bd075d77,3C,3,14.000000
f21929d2-ec69-41a2-9532-5d5a7477d21b,63bc66e0-8487-0134-6498-5acbd792a5c1,1F,5,4.500000
f21929d2-ec69-41a2-9532-5d5a7477d21b,6cb28da0-8489-0134-a212-7a16bd075d77,1H,20,24.000000
f21929d2-ec69-41a2-9532-5d5a7477d21b,768557b0-848b-0134-a204-7a16bd075d77,3D,3,5.000000
f21929d2-ec69-41a2-9532-5d5a7477d21b,86760460-8487-0134-64a8-5acbd792a5c1,1G,4,8.500000
f21929d2-ec69-41a2-9532-5d5a7477d21b,889bc7d0-848a-0134-a1fc-7a16bd075d77,2E,10,35.000000
f21929d2-ec69-41a2-9532-5d5a7477d21b,91ea3880-8489-0134-64b1-5acbd792a5c1,1I,3,3.500000
f21929d2-ec69-41a2-9532-5d5a7477d21b,93ec4e40-8486-0134-a206-7a16bd075d77,1A,3,33.000000
f21929d2-ec69-41a2-9532-5d5a7477d21b,946362b0-848b-0134-64a2-5acbd792a5c1,3E,4,9.500000
f21929d2-ec69-41a2-9532-5d5a7477d21b,b5027210-848a-0134-a216-7a16bd075d77,2F,4,12.000000
f21929d2-ec69-41a2-9532-5d5a7477d21b,ba7fccd0-848b-0134-64ab-5acbd792a5c1,3F,4,10.000000
f21929d2-ec69-41a2-9532-5d5a7477d21b,bd33e8f0-8489-0134-a20c-7a16bd075d77,2A,2,2.500000
f21929d2-ec69-41a2-9532-5d5a7477d21b,c2adda70-8486-0134-a213-7a16bd075d77,1B,8,32.500000
f21929d2-ec69-41a2-9532-5d5a7477d21b,cf67abb0-848a-0134-649b-5acbd792a5c1,2G,4,7.500000
f21929d2-ec69-41a2-9532-5d5a7477d21b,d453cf90-848b-0134-64af-5acbd792a5c1,3G,4,12.000000
f21929d2-ec69-41a2-9532-5d5a7477d21b,e122a310-8489-0134-64b3-5acbd792a5c1,2B,3,15.000000
f21929d2-ec69-41a2-9532-5d5a7477d21b,e65102a0-8486-0134-a214-7a16bd075d77,1C,3,21.500000
f21929d2-ec69-41a2-9532-5d5a7477d21b,e95ea040-848a-0134-a207-7a16bd075d77,2H,8,7.500000
f21929d2-ec69-41a2-9532-5d5a7477d21b,eaf69fa0-848b-0134-a20b-7a16bd075d77,3H,8,14.500000
f21929d2-ec69-41a2-9532-5d5a7477d21b,fe2faca0-8489-0134-a202-7a16bd075d77,2C,4,13.000000
f21929d2-ec69-41a2-9532-5d5a7477d21b,ff644500-848a-0134-a202-7a16bd075d77,2I,3,2.500000
f69878fe-87e0-425c-bd00-84fc6cce445d,014a99ac-2ee3-11e7-95b9-22000bfdfd88,7H,4,10.500000
f69878fe-87e0-425c-bd00-84fc6cce445d,09d7ccf8-2ee2-11e7-b0f8-22000bfdfd88,7C,4,14.500000
f69878fe-87e0-425c-bd00-84fc6cce445d,31e59846-2ee3-11e7-a63a-22000bfdfd88,7I,10,3.500000
